route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible,bikes_allowed
712-247,NOV25-AlbRMB-Weekday-15,13038943-NOV25-AlbRMB-Weekday-15,"UAlbany Collins Circle to Quail/WAMC",0,7120461,1,1
712-247,NOV25-AlbRMB-Weekday-15,13038944-NOV25-AlbRMB-Weekday-15,"Quail/WAMC to UAlbany Collins Circle",1,7120462,1,1
712-247,NOV25-AlbRMB-Weekday-15,13038945-NOV25-AlbRMB-Weekday-15,"Quail/WAMC to UAlbany Collins Circle",1,7120462,1,1
712-247,NOV25-AlbRMB-Weekday-15,13038946-NOV25-AlbRMB-Weekday-15,"Quail/WAMC to UAlbany Collins Circle",1,7120462,1,1
712-247,NOV25-AlbRMB-Weekday-15,13038947-NOV25-AlbRMB-Weekday-15,"UAlbany Collins Circle to Quail/WAMC",0,7120461,1,1
712-247,NOV25-AlbRMB-Weekday-15,13038948-NOV25-AlbRMB-Weekday-15,"UAlbany Collins Circle to Quail/WAMC",0,7120461,1,1
712-247,NOV25-AlbRMB-Weekday-15,13038949-NOV25-AlbRMB-Weekday-15,"UAlbany Collins Circle to Quail/WAMC",0,7120461,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038950-NOV25-AlbRMB-Weekday-15,"AM 80 Broadway via ESP Concourse back to 80 Broadway",0,5240171,1,1
813-247,NOV25-AlbRMB-Weekday-15-0100000,13038951-NOV25-AlbRMB-Weekday-15-0100000,"St. Sophia Apartments to Crossgates",0,8130105,1,1
813-247,NOV25-AlbRMB-Weekday-15-0100000,13038952-NOV25-AlbRMB-Weekday-15-0100000,"Ravena to Albany",0,8130103,1,1
813-247,NOV25-AlbRMB-Weekday-15-0100000,13038953-NOV25-AlbRMB-Weekday-15-0100000,"Albany to Ravena",1,8130108,1,1
811-247,NOV25-AlbRMB-Weekday-15-0001000,13038954-NOV25-AlbRMB-Weekday-15-0001000,"Crossgates Mall to Guilderland Town Hall",1,8110045,1,1
811-247,NOV25-AlbRMB-Weekday-15-0001000,13038955-NOV25-AlbRMB-Weekday-15-0001000,"Guilderland Town Hall to Crossgates Mall",0,8110043,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038956-NOV25-AlbRMB-Weekday-15,"AM 80 Broadway to State St",0,5240168,1,1
712-247,NOV25-AlbRMB-Weekday-15,13038957-NOV25-AlbRMB-Weekday-15,"Quail/WAMC to UAlbany Collins Circle",1,7120462,1,1
712-247,NOV25-AlbRMB-Weekday-15,13038958-NOV25-AlbRMB-Weekday-15,"Quail/WAMC to UAlbany Collins Circle",1,7120462,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038959-NOV25-AlbRMB-Weekday-15,"AM 80 Broadway to State St",0,5240168,1,1
712-247,NOV25-AlbRMB-Weekday-15,13038960-NOV25-AlbRMB-Weekday-15,"UAlbany Collins Circle to Quail/WAMC",0,7120461,1,1
712-247,NOV25-AlbRMB-Weekday-15,13038961-NOV25-AlbRMB-Weekday-15,"UAlbany Collins Circle to Quail/WAMC",0,7120461,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038962-NOV25-AlbRMB-Weekday-15,"AM 80 Broadway via ESP Concourse back to 80 Broadway",0,5240184,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038963-NOV25-AlbRMB-Weekday-15,"AM 80 Broadway to State St",0,5240168,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038964-NOV25-AlbRMB-Weekday-15,"AM 80 Broadway via ESP Concourse back to 80 Broadway",0,5240184,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038965-NOV25-AlbRMB-Weekday-15,"AM 80 Broadway to State St",0,5240168,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038966-NOV25-AlbRMB-Weekday-15,"AM 80 Broadway to State St",0,5240168,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038967-NOV25-AlbRMB-Weekday-15,"AM 80 Broadway via ESP Concourse back to 80 Broadway",0,5240184,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038968-NOV25-AlbRMB-Weekday-15,"AM 80 Broadway via ESP Concourse back to 80 Broadway",0,5240171,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038969-NOV25-AlbRMB-Weekday-15,"AM 80 Broadway via ESP Concourse back to 80 Broadway",0,5240184,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038970-NOV25-AlbRMB-Weekday-15,"AM 80 Broadway to State St",0,5240168,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038971-NOV25-AlbRMB-Weekday-15,"AM 80 Broadway via ESP Concourse back to 80 Broadway",0,5240184,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038972-NOV25-AlbRMB-Weekday-15,"AM 80 Broadway via ESP Concourse back to 80 Broadway",0,5240184,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038973-NOV25-AlbRMB-Weekday-15,"AM 80 Broadway via ESP Concourse back to 80 Broadway",0,5240184,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038974-NOV25-AlbRMB-Weekday-15,"AM 80 Broadway via ESP Concourse back to 80 Broadway",0,5240184,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038975-NOV25-AlbRMB-Weekday-15,"AM 80 Broadway via ESP Concourse back to 80 Broadway",0,5240184,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038976-NOV25-AlbRMB-Weekday-15,"AM 80 Broadway via ESP Concourse back to 80 Broadway",0,5240184,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038977-NOV25-AlbRMB-Weekday-15,"ESP Concourse to 80 Broadway",0,5240183,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038978-NOV25-AlbRMB-Weekday-15,"AM 80 Broadway via ESP Concourse back to 80 Broadway",0,5240184,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038979-NOV25-AlbRMB-Weekday-15,"ESP Concourse to 80 Broadway",0,5240183,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038980-NOV25-AlbRMB-Weekday-15,"ESP Concourse to 80 Broadway",0,5240183,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038981-NOV25-AlbRMB-Weekday-15,"ESP Concourse to 80 Broadway",0,5240183,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038982-NOV25-AlbRMB-Weekday-15,"ESP Concourse to 80 Broadway",0,5240183,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038983-NOV25-AlbRMB-Weekday-15,"ESP Concourse to 80 Broadway",0,5240183,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038984-NOV25-AlbRMB-Weekday-15,"ESP Concourse to 80 Broadway",0,5240183,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038985-NOV25-AlbRMB-Weekday-15,"ESP Concourse to 80 Broadway",0,5240183,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038986-NOV25-AlbRMB-Weekday-15,"ESP Concourse to 80 Broadway",0,5240183,1,1
524-247,NOV25-AlbRMB-Weekday-15,13038987-NOV25-AlbRMB-Weekday-15,"ESP Concourse to 80 Broadway",0,5240183,1,1
13-247,NOV25-AlbRMB-Weekday-15,13038988-NOV25-AlbRMB-Weekday-15,"St. Peters to Downtown Albany",0,130747,1,1
355-247,NOV25-AlbRMB-Weekday-15,13038989-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
125-247,NOV25-AlbRMB-Weekday-15,13038990-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,1250374,1,1
355-247,NOV25-AlbRMB-Weekday-15,13038991-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13038992-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13038993-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
125-247,NOV25-AlbRMB-Weekday-15,13038994-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,1250374,1,1
355-247,NOV25-AlbRMB-Weekday-15,13038995-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13038996-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13038997-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13038998-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13038999-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039000-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
125-247,NOV25-AlbRMB-Weekday-15,13039001-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,1250374,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039002-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
125-247,NOV25-AlbRMB-Weekday-15,13039003-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,1250374,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039004-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039005-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
125-247,NOV25-AlbRMB-Weekday-15,13039006-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,1250374,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039007-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039008-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
13-247,NOV25-AlbRMB-Weekday-15,13039009-NOV25-AlbRMB-Weekday-15,"St. Peters to Downtown Albany",0,130747,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039010-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039011-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039012-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039013-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
125-247,NOV25-AlbRMB-Weekday-15,13039014-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,1250374,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039015-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039016-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039017-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039018-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039019-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
125-247,NOV25-AlbRMB-Weekday-15,13039020-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,1250374,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039021-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039022-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039023-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
125-247,NOV25-AlbRMB-Weekday-15,13039024-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,1250374,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039025-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039026-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039027-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
125-247,NOV25-AlbRMB-Weekday-15,13039028-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,1250374,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039029-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039030-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039031-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039032-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039033-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
125-247,NOV25-AlbRMB-Weekday-15,13039034-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,1250374,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039035-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
13-247,NOV25-AlbRMB-Weekday-15,13039036-NOV25-AlbRMB-Weekday-15,"St. Peters to Downtown Albany",0,130747,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039037-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
125-247,NOV25-AlbRMB-Weekday-15,13039038-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,1250374,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039039-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039040-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
125-247,NOV25-AlbRMB-Weekday-15,13039041-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,1250374,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039042-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
125-247,NOV25-AlbRMB-Weekday-15,13039043-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,1250374,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039044-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039045-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039046-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039047-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039048-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
13-247,NOV25-AlbRMB-Weekday-15,13039049-NOV25-AlbRMB-Weekday-15,"St. Peters to Downtown Albany",0,130747,1,1
13-247,NOV25-AlbRMB-Weekday-15,13039050-NOV25-AlbRMB-Weekday-15,"St. Peters to Downtown Albany",0,130747,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039051-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039052-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039053-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039054-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
125-247,NOV25-AlbRMB-Weekday-15,13039055-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,1250374,1,1
13-247,NOV25-AlbRMB-Weekday-15,13039056-NOV25-AlbRMB-Weekday-15,"St. Peters to Downtown Albany",0,130747,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039057-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039058-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039059-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
125-247,NOV25-AlbRMB-Weekday-15,13039060-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,1250374,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039061-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039062-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039063-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
125-247,NOV25-AlbRMB-Weekday-15,13039064-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,1250374,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039065-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039066-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039067-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039068-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039069-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039070-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039071-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039072-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039073-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039074-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039075-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039076-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039077-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039078-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
125-247,NOV25-AlbRMB-Weekday-15,13039079-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,1250374,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039080-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
125-247,NOV25-AlbRMB-Weekday-15,13039081-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,1250374,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039082-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
13-247,NOV25-AlbRMB-Weekday-15,13039083-NOV25-AlbRMB-Weekday-15,"St. Peters to Downtown Albany",0,130747,1,1
125-247,NOV25-AlbRMB-Weekday-15,13039084-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,1250374,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039085-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039086-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039087-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039088-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039089-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039090-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039091-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039092-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039093-NOV25-AlbRMB-Weekday-15,"Schenectady to Colonie Center",0,3550584,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039094-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
355-247,NOV25-AlbRMB-Weekday-15,13039095-NOV25-AlbRMB-Weekday-15,"Colonie Center to Schenectady",1,3550605,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039096-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039097-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039098-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039099-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039100-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039101-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039102-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039103-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039104-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039105-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039106-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039107-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039108-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039109-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039110-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039111-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039112-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039113-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039114-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039115-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039116-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039117-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039118-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039119-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039120-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039121-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039122-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039123-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039124-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039125-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039126-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039127-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039128-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Weekday-15,13039129-NOV25-AlbRMB-Weekday-15,"Colonie Center to Downtown Albany",0,10575,1,1
107-247,NOV25-AlbRMB-Weekday-15,13039130-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Glenmont",1,1070072,1,1
107-247,NOV25-AlbRMB-Weekday-15,13039131-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Glenmont",1,1070072,1,1
107-247,NOV25-AlbRMB-Weekday-15,13039132-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Glenmont",1,1070072,1,1
107-247,NOV25-AlbRMB-Weekday-15,13039133-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Glenmont",1,1070072,1,1
107-247,NOV25-AlbRMB-Weekday-15,13039134-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Glenmont",1,1070072,1,1
107-247,NOV25-AlbRMB-Weekday-15,13039135-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Glenmont",1,1070072,1,1
