route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible,bikes_allowed
803-247,NOV25-AlbRMB-Weekday-15,13039546-NOV25-AlbRMB-Weekday-15,"North Albany Blue Line 2022 - Inbound",0,8030330,1,1
806-247,NOV25-AlbRMB-Weekday-15,13039547-NOV25-AlbRMB-Weekday-15,"Hackett MS Blue Line 2022 - Inbound",0,8060183,1,1
807-247,NOV25-AlbRMB-Weekday-15,13039548-NOV25-AlbRMB-Weekday-15,"Downtown Albany to CBA",0,8070040,1,1
117-247,NOV25-AlbRMB-Weekday-15,13039549-NOV25-AlbRMB-Weekday-15,"Rt 7 & Ronald directly to airport",1,1170791,1,1
801-247,NOV25-AlbRMB-Weekday-15,13039550-NOV25-AlbRMB-Weekday-15,"Myers Red Line - Outbound",1,8010456,1,1
808-247,NOV25-AlbRMB-Weekday-15,13039551-NOV25-AlbRMB-Weekday-15,"SCH-LaSalle Eastbound",0,8080100,1,1
803-247,NOV25-AlbRMB-Weekday-15,13039552-NOV25-AlbRMB-Weekday-15,"North Albany Green Line 2022 - Inbound",0,8030324,1,1
805-247,NOV25-AlbRMB-Weekday-15,13039553-NOV25-AlbRMB-Weekday-15,"Albany HS Orange Line 2022 - Inbound",0,8050243,1,1
801-247,NOV25-AlbRMB-Weekday-15,13039554-NOV25-AlbRMB-Weekday-15,"Myers/Hackett Yellow Line - Inbound",0,8010458,1,1
801-247,NOV25-AlbRMB-Weekday-15,13039555-NOV25-AlbRMB-Weekday-15,"Myers Brown Line - Outbound",1,8010457,1,1
806-247,NOV25-AlbRMB-Weekday-15,13039556-NOV25-AlbRMB-Weekday-15,"Hackett MS Blue Line 2022 - Outbound",1,8060148,1,1
805-247,NOV25-AlbRMB-Weekday-15,13039557-NOV25-AlbRMB-Weekday-15,"Albany HS Red Line 2022 - Inbound",0,8050316,1,1
801-247,NOV25-AlbRMB-Weekday-15,13039558-NOV25-AlbRMB-Weekday-15,"Myers Blue Line - Outbound",1,8010459,1,1
806-247,NOV25-AlbRMB-Weekday-15,13039559-NOV25-AlbRMB-Weekday-15,"Hackett MS Red Line 2022 - Inbound",0,8060202,1,1
100-247,NOV25-AlbRMB-Weekday-15,13039560-NOV25-AlbRMB-Weekday-15,"Clockwise- base",0,1000343,1,1
806-247,NOV25-AlbRMB-Weekday-15,13039561-NOV25-AlbRMB-Weekday-15,"Hackett MS Orange Line 2022 - Inbound",0,8060150,1,1
806-247,NOV25-AlbRMB-Weekday-15,13039562-NOV25-AlbRMB-Weekday-15,"Hackett MS Red Line 2022 - Outbound",1,8060188,1,1
803-247,NOV25-AlbRMB-Weekday-15,13039563-NOV25-AlbRMB-Weekday-15,"North Albany Green Line 2022 - Outbound",1,8030323,1,1
805-247,NOV25-AlbRMB-Weekday-15,13039564-NOV25-AlbRMB-Weekday-15,"Albany HS Yellow Line 2023 - Inbound",0,8050326,1,1
803-247,NOV25-AlbRMB-Weekday-15,13039565-NOV25-AlbRMB-Weekday-15,"North Albany Purple Line 2022 - Outbound",1,8030322,1,1
801-247,NOV25-AlbRMB-Weekday-15,13039566-NOV25-AlbRMB-Weekday-15,"Myers Purple Line - Outbound",1,8010453,1,1
805-247,NOV25-AlbRMB-Weekday-15,13039567-NOV25-AlbRMB-Weekday-15,"Albany HS Purple Line 2022 - Inbound",0,8050238,1,1
812-247,NOV25-AlbRMB-Weekday-15-1111000,13039568-NOV25-AlbRMB-Weekday-15-1111000,"Green Tech to Schenectady",1,8120026,1,1
803-247,NOV25-AlbRMB-Weekday-15,13039569-NOV25-AlbRMB-Weekday-15,"North Albany Red Line 2022 - Outbound",1,8030325,1,1
801-247,NOV25-AlbRMB-Weekday-15,13039570-NOV25-AlbRMB-Weekday-15,"Myers/Hackett Yellow Line - Outbound",1,8010455,1,1
803-247,NOV25-AlbRMB-Weekday-15,13039571-NOV25-AlbRMB-Weekday-15,"North Albany Blue Line 2022 - Inbound",1,8030320,1,1
805-247,NOV25-AlbRMB-Weekday-15,13039572-NOV25-AlbRMB-Weekday-15,"Albany HS Blue Line 2022 - Inbound",0,8050289,1,1
801-247,NOV25-AlbRMB-Weekday-15,13039573-NOV25-AlbRMB-Weekday-15,"Myers Brown Line - Inbound",0,8010460,1,1
910-247,NOV25-AlbRMB-Weekday-15-0000100,13039574-NOV25-AlbRMB-Weekday-15-0000100,"Downtown Albany to Crossgates Mall",1,9100060,1,1
801-247,NOV25-AlbRMB-Weekday-15,13039575-NOV25-AlbRMB-Weekday-15,"Myers Orange Line - Outbound",1,8010461,1,1
812-247,NOV25-AlbRMB-Weekday-15,13039576-NOV25-AlbRMB-Weekday-15,"Schenectady to Green Tech & Nurses Middle College",0,8120029,1,1
805-247,NOV25-AlbRMB-Weekday-15,13039577-NOV25-AlbRMB-Weekday-15,"Albany HS Green Line 2022 - Inbound",0,8050246,1,1
808-247,NOV25-AlbRMB-Weekday-15,13039578-NOV25-AlbRMB-Weekday-15,"SCH-LaSalle Westbound",1,8080055,1,1
805-247,NOV25-AlbRMB-Weekday-15,13039579-NOV25-AlbRMB-Weekday-15,"Albany HS Orange Line 2022 - Outbound",1,8050240,1,1
805-247,NOV25-AlbRMB-Weekday-15,13039580-NOV25-AlbRMB-Weekday-15,"Albany HS Yellow Line 2023 - Outbound",1,8050267,1,1
117-247,NOV25-AlbRMB-Weekday-15,13039581-NOV25-AlbRMB-Weekday-15,"Rt 7 & Ronald directly to airport",1,1170791,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039582-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039583-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
18-247,NOV25-AlbRMB-Weekday-15,13039584-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Slingerlands (Price Chopper)",1,180464,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039585-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039586-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039587-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039588-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039589-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039590-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039591-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039592-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039593-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039594-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039595-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039596-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039597-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039598-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039599-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039600-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039601-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039602-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039603-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039604-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039605-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039606-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039607-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039608-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039609-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039610-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039611-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039612-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039613-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039614-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039615-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039616-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039617-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039618-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039619-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039620-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039621-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039622-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039623-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039624-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039625-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039626-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039627-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039628-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039629-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039630-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039631-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039632-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039633-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039634-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039635-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039636-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039637-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039638-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039639-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039640-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039641-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039642-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039643-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039644-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039645-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039646-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039647-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039648-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039649-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039650-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039651-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039652-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039653-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039654-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039655-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039656-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039657-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039658-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039659-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039660-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039661-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039662-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039663-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039664-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039665-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039666-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039667-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039668-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039669-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039670-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039671-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039672-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039673-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039674-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039675-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039676-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039677-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039678-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039679-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039680-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039681-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039682-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039683-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039684-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039685-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039686-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039687-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039688-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039689-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039690-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039691-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039692-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039693-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039694-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039695-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039696-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039697-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039698-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039699-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039700-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039701-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039702-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039703-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039704-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039705-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039706-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039707-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039708-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039709-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039710-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039711-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039712-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039713-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039714-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039715-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039716-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039717-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039718-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039719-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039720-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039721-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039722-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039723-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039724-NOV25-AlbRMB-Weekday-15,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039725-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039726-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039727-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039728-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039729-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039730-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039731-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039732-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Weekday-15,13039733-NOV25-AlbRMB-Weekday-15,"Downtown Albany to Crossgates Mall",1,9100060,1,1
